,zipcodes,CMPLNT_MONTH,CMPLNT_NUM_count
1480,11375,7,129
1481,11375,8,114
1482,11375,9,123
1483,11375,10,137
1484,11375,11,119
1485,11375,12,133
1486,11377,4,145
1487,11377,5,147
1488,11377,6,177
1489,11377,7,161
1490,11377,8,163
1491,11377,9,151
1492,11377,10,144
1493,11377,11,162
1494,11377,12,140
1495,11378,4,74
1496,11378,5,94
1497,11378,6,104
1498,11378,7,97
1499,11378,8,83
1500,11378,9,80
1501,11378,10,81
1502,11378,11,81
1503,11378,12,71
1504,11379,4,75
1505,11379,5,85
1506,11379,6,102
1507,11379,7,84
1508,11379,8,103
1509,11379,9,73
1510,11379,10,75
1511,11379,11,63
1512,11379,12,76
1513,11385,4,150
1514,11385,5,150
1515,11385,6,184
1516,11385,7,162
1517,11385,8,157
1518,11385,9,164
1519,11385,10,168
1520,11385,11,164
1521,11385,12,139
1522,11411,4,77
1523,11411,5,104
1524,11411,6,99
1525,11411,7,96
1526,11411,8,92
1527,11411,9,91
1528,11411,10,83
1529,11411,11,90
1530,11411,12,84
1531,11412,4,144
1532,11412,5,148
1533,11412,6,155
1534,11412,7,178
1535,11412,8,156
1536,11412,9,156
1537,11412,10,138
1538,11412,11,160
1539,11412,12,127
1540,11413,4,163
1541,11413,5,183
1542,11413,6,197
1543,11413,7,194
1544,11413,8,180
1545,11413,9,154
1546,11413,10,165
1547,11413,11,164
1548,11413,12,163
1549,11414,4,33
1550,11414,5,63
1551,11414,6,42
1552,11414,7,65
1553,11414,8,50
1554,11414,9,44
1555,11414,10,47
1556,11414,11,36
1557,11414,12,32
1558,11415,4,63
1559,11415,5,78
1560,11415,6,76
1561,11415,7,76
1562,11415,8,106
1563,11415,9,106
1564,11415,10,64
1565,11415,11,80
1566,11415,12,80
1567,11416,4,150
1568,11416,5,172
1569,11416,6,154
1570,11416,7,166
1571,11416,8,147
1572,11416,9,138
1573,11416,10,170
1574,11416,11,124
1575,11416,12,135
1576,11417,4,62
1577,11417,5,97
1578,11417,6,91
1579,11417,7,98
1580,11417,8,92
1581,11417,9,104
1582,11417,10,106
1583,11417,11,75
1584,11417,12,76
1585,11418,4,72
1586,11418,5,101
1587,11418,6,75
1588,11418,7,86
1589,11418,8,105
1590,11418,9,110
1591,11418,10,87
1592,11418,11,88
1593,11418,12,72
1594,11419,4,124
1595,11419,5,164
1596,11419,6,139
1597,11419,7,125
1598,11419,8,145
1599,11419,9,145
1600,11419,10,144
1601,11419,11,119
1602,11419,12,112
1603,11420,4,163
1604,11420,5,158
1605,11420,6,191
1606,11420,7,177
1607,11420,8,151
1608,11420,9,159
1609,11420,10,149
1610,11420,11,175
1611,11420,12,155
1612,11421,4,150
1613,11421,5,160
1614,11421,6,170
1615,11421,7,206
1616,11421,8,210
1617,11421,9,162
1618,11421,10,199
1619,11421,11,190
1620,11421,12,144
1621,11422,4,9
1622,11422,5,13
1623,11422,6,19
1624,11422,7,13
1625,11422,8,16
1626,11422,9,22
1627,11422,10,12
1628,11422,11,9
1629,11422,12,7
1630,11423,4,87
1631,11423,5,89
1632,11423,6,95
1633,11423,7,88
1634,11423,8,84
1635,11423,9,92
1636,11423,10,84
1637,11423,11,78
1638,11423,12,85
1639,11426,4,29
1640,11426,5,35
1641,11426,6,37
1642,11426,7,50
1643,11426,8,48
1644,11426,9,37
1645,11426,10,56
1646,11426,11,44
1647,11426,12,38
1648,11427,4,46
1649,11427,5,62
1650,11427,6,53
1651,11427,7,60
1652,11427,8,52
1653,11427,9,43
1654,11427,10,37
1655,11427,11,47
1656,11427,12,51
1657,11428,4,99
1658,11428,5,83
1659,11428,6,98
1660,11428,7,106
1661,11428,8,98
1662,11428,9,103
1663,11428,10,98
1664,11428,11,100
1665,11428,12,89
1666,11429,4,86
1667,11429,5,96
1668,11429,6,105
1669,11429,7,109
1670,11429,8,137
1671,11429,9,101
1672,11429,10,85
1673,11429,11,80
1674,11429,12,98
1675,11430,4,16
1676,11430,5,35
1677,11430,6,35
1678,11430,7,36
1679,11430,8,33
1680,11430,9,45
1681,11430,10,29
1682,11430,11,20
1683,11430,12,27
1684,11432,4,109
1685,11432,5,116
1686,11432,6,128
1687,11432,7,129
1688,11432,8,119
1689,11432,9,127
1690,11432,10,139
1691,11432,11,121
1692,11432,12,119
1693,11433,4,366
1694,11433,5,463
1695,11433,6,450
1696,11433,7,470
1697,11433,8,383
1698,11433,9,419
1699,11433,10,406
1700,11433,11,338
1701,11433,12,369
1702,11434,4,254
1703,11434,5,333
1704,11434,6,266
1705,11434,7,304
1706,11434,8,286
1707,11434,9,265
1708,11434,10,253
1709,11434,11,257
1710,11434,12,232
1711,11435,4,245
1712,11435,5,240
1713,11435,6,245
1714,11435,7,269
1715,11435,8,242
1716,11435,9,217
1717,11435,10,227
1718,11435,11,198
1719,11435,12,213
1720,11436,4,158
1721,11436,5,163
1722,11436,6,162
1723,11436,7,175
1724,11436,8,211
1725,11436,9,162
1726,11436,10,152
1727,11436,11,160
1728,11436,12,133
1729,11509,4,13
1730,11509,5,15
1731,11509,6,15
1732,11509,7,23
1733,11509,8,16
1734,11509,9,15
1735,11509,10,13
1736,11509,11,13
1737,11509,12,8
1738,11516,4,6
1739,11516,5,1
1740,11516,6,2
1741,11516,8,2
1742,11516,9,1
1743,11516,10,3
1744,11516,11,3
1745,11516,12,2
1746,11581,4,29
1747,11581,5,28
1748,11581,6,46
1749,11581,7,39
1750,11581,8,48
1751,11581,9,45
1752,11581,10,30
1753,11581,11,30
1754,11581,12,23
1755,11691,4,263
1756,11691,5,287
1757,11691,6,313
1758,11691,7,353
1759,11691,8,304
1760,11691,9,289
1761,11691,10,263
1762,11691,11,265
1763,11691,12,245
1764,11692,4,171
1765,11692,5,248
1766,11692,6,255
1767,11692,7,262
1768,11692,8,275
1769,11692,9,232
1770,11692,10,196
1771,11692,11,206
1772,11692,12,186
1773,11693,4,5
1774,11693,5,8
1775,11693,6,11
1776,11693,7,8
1777,11693,8,8
1778,11693,9,27
1779,11693,10,12
1780,11693,11,4
1781,11693,12,12
1782,11694,4,55
1783,11694,5,50
1784,11694,6,45
1785,11694,7,66
1786,11694,8,79
1787,11694,9,73
1788,11694,10,62
1789,11694,11,56
1790,11694,12,45
1791,11697,4,2
1792,11697,5,6
1793,11697,6,2
1794,11697,7,3
1795,11697,8,2
1796,11697,9,4
1797,11697,10,2
1798,11697,11,5
1799,11697,12,3
